scale,SR_benign,FRR_benign,throttle_benign,p95_benign,ASR_allow_attack,ASR_non_deny_attack,cost_attack,throttle_attack,p95_attack
1.0,0.9888996462482045,0.011100353751795522,0.0022096724669103335,185.54363838943178,0.24972738083831533,0.27972738083831533,0.7462126493275846,0.06768950672882754,217.87225422139372
0.95,0.9883898264876672,0.011610173512332844,0.004752230253356694,184.25877160747345,0.23849087179533268,0.2684908717953327,0.7211372369800946,0.08322582704570963,215.1067312857426
0.9,0.9866107409255793,0.013389259074420679,0.006326396785428068,182.9506598720041,0.22898397162912582,0.2589839716291258,0.7051621083951791,0.08652891989421406,217.10913149200266
0.85,0.9866484269591812,0.013351573040818798,0.004628208674876977,184.64369590996984,0.22358687503034758,0.2535868750303476,0.6798154594711464,0.09352844936532494,216.39461258055326
0.8,0.9862736658427799,0.013726334157220133,0.005856746876792552,184.9132286288315,0.21423990879889848,0.24423990879889848,0.658822595605496,0.10238620239129363,216.08320574175065
